state,sa4Name,lgaName,nationalRemoteness,nationalRoadType,locationID
QLD,Queensland - Outback,Flinders (Qld),Very Remote Australia,Sub-arterial Road,QLD_Flinders_(Qld)_Queensland___Outback
QLD,Central Queensland,Gladstone,Outer Regional Australia,Local Road,QLD_Gladstone_Central_Queensland
WA,Perth - South East,Serpentine-Jarrahdale,Major Cities of Australia,National or State Highway,WA_Serpentine_Jarrahdale_Perth___South_East
SA,South Australia - South East,Loxton Waikerie,Outer Regional Australia,Sub-arterial Road,SA_Loxton_Waikerie_South_Australia___South_East
VIC,Melbourne - Inner South,Monash,Major Cities of Australia,Arterial Road,VIC_Monash_Melbourne___Inner_South
NSW,Central West,Bland,Outer Regional Australia,Local Road,NSW_Bland_Central_West
NSW,Mid North Coast,Kempsey,Inner Regional Australia,Sub-arterial Road,NSW_Kempsey_Mid_North_Coast
WA,Western Australia - Outback (North),Derby-West Kimberley,Very Remote Australia,National or State Highway,WA_Derby_West_Kimberley_Western_Australia___Outback_(North)
VIC,Geelong,Greater Geelong,Inner Regional Australia,Collector Road,VIC_Greater_Geelong_Geelong
WA,Perth - North East,Mundaring,Inner Regional Australia,Local Road,WA_Mundaring_Perth___North_East
WA,Bunbury,Donnybrook-Balingup,Inner Regional Australia,Arterial Road,WA_Donnybrook_Balingup_Bunbury
SA,Adelaide - North,Light,Major Cities of Australia,National or State Highway,SA_Light_Adelaide___North
WA,Perth - South East,Belmont,Major Cities of Australia,Local Road,WA_Belmont_Perth___South_East
WA,Western Australia - Wheat Belt,Nungarin,Remote Australia,Local Road,WA_Nungarin_Western_Australia___Wheat_Belt
VIC,Melbourne - Inner South,Bayside (Vic.),Major Cities of Australia,Arterial Road,VIC_Bayside_(Vic.)_Melbourne___Inner_South
WA,Western Australia - Wheat Belt,Northam,Inner Regional Australia,Local Road,WA_Northam_Western_Australia___Wheat_Belt
WA,Western Australia - Outback (North),Port Hedland,Very Remote Australia,National or State Highway,WA_Port_Hedland_Western_Australia___Outback_(North)
NSW,Mid North Coast,Kempsey,Inner Regional Australia,National or State Highway,NSW_Kempsey_Mid_North_Coast
WA,Perth - South West,Melville,Major Cities of Australia,Local Road,WA_Melville_Perth___South_West
WA,Perth - North East,Bassendean,Major Cities of Australia,Local Road,WA_Bassendean_Perth___North_East
WA,Western Australia - Wheat Belt,Yilgarn,Remote Australia,National or State Highway,WA_Yilgarn_Western_Australia___Wheat_Belt
WA,Western Australia - Outback (North),Broome,Very Remote Australia,Local Road,WA_Broome_Western_Australia___Outback_(North)
NSW,Hunter Valley exc Newcastle,Singleton,Inner Regional Australia,Access road,NSW_Singleton_Hunter_Valley_exc_Newcastle
TAS,West and North West,West Coast,Remote Australia,National or State Highway,TAS_West_Coast_West_and_North_West
NT,Northern Territory - Outback,Victoria Daly,Very Remote Australia,Local Road,NT_Victoria_Daly_Northern_Territory___Outback
VIC,Ballarat,Moorabool,Inner Regional Australia,Arterial Road,VIC_Moorabool_Ballarat
WA,Western Australia - Outback (South),Chapman Valley,Remote Australia,Local Road,WA_Chapman_Valley_Western_Australia___Outback_(South)
VIC,Melbourne - North East,Mitchell,Inner Regional Australia,Collector Road,VIC_Mitchell_Melbourne___North_East
SA,Barossa - Yorke - Mid North,Port Pirie,Outer Regional Australia,Sub-arterial Road,SA_Port_Pirie_Barossa___Yorke___Mid_North
NSW,New England and North West,Uralla,Outer Regional Australia,Arterial Road,NSW_Uralla_New_England_and_North_West
WA,Western Australia - Wheat Belt,Broomehill-Tambellup,Outer Regional Australia,Arterial Road,WA_Broomehill_Tambellup_Western_Australia___Wheat_Belt
NSW,Richmond - Tweed,Kyogle,Outer Regional Australia,Local Road,NSW_Kyogle_Richmond___Tweed
WA,Western Australia - Outback (South),Meekatharra,Very Remote Australia,National or State Highway,WA_Meekatharra_Western_Australia___Outback_(South)
WA,Western Australia - Outback (South),Esperance,Remote Australia,National or State Highway,WA_Esperance_Western_Australia___Outback_(South)
WA,Western Australia - Wheat Belt,Williams,Outer Regional Australia,Arterial Road,WA_Williams_Western_Australia___Wheat_Belt
QLD,Moreton Bay - North,Sunshine Coast,Inner Regional Australia,Access road,QLD_Sunshine_Coast_Moreton_Bay___North
QLD,Wide Bay,North Burnett,Outer Regional Australia,Collector Road,QLD_North_Burnett_Wide_Bay
WA,Bunbury,Capel,Inner Regional Australia,National or State Highway,WA_Capel_Bunbury
WA,Western Australia - Wheat Belt,Albany,Outer Regional Australia,Local Road,WA_Albany_Western_Australia___Wheat_Belt
WA,Perth - South West,Kwinana,Major Cities of Australia,Local Road,WA_Kwinana_Perth___South_West
NSW,Sydney - North Sydney and Hornsby,Willoughby,Major Cities of Australia,Local Road,NSW_Willoughby_Sydney___North_Sydney_and_Hornsby
TAS,Launceston and North East,Launceston,Inner Regional Australia,Collector Road,TAS_Launceston_Launceston_and_North_East
VIC,Melbourne - South East,Cardinia,Inner Regional Australia,National or State Highway,VIC_Cardinia_Melbourne___South_East
WA,Perth - South East,Canning,Major Cities of Australia,National or State Highway,WA_Canning_Perth___South_East
SA,Barossa - Yorke - Mid North,Clare and Gilbert Valleys,Outer Regional Australia,Sub-arterial Road,SA_Clare_and_Gilbert_Valleys_Barossa___Yorke___Mid_North
TAS,Launceston and North East,Break O'Day,Outer Regional Australia,Local Road,TAS_Break_O'Day_Launceston_and_North_East
NT,Northern Territory - Outback,MacDonnell,Remote Australia,National or State Highway,NT_MacDonnell_Northern_Territory___Outback
WA,Western Australia - Outback (South),Kalgoorlie-Boulder,Outer Regional Australia,Arterial Road,WA_Kalgoorlie_Boulder_Western_Australia___Outback_(South)
TAS,West and North West,Devonport,Outer Regional Australia,Local Road,TAS_Devonport_West_and_North_West
QLD,Darling Downs - Maranoa,Western Downs,Inner Regional Australia,Collector Road,QLD_Western_Downs_Darling_Downs___Maranoa
WA,Perth - South East,Serpentine-Jarrahdale,Inner Regional Australia,Arterial Road,WA_Serpentine_Jarrahdale_Perth___South_East
SA,Adelaide - Central and Hills,Mount Barker,Inner Regional Australia,Sub-arterial Road,SA_Mount_Barker_Adelaide___Central_and_Hills
VIC,North West,Swan Hill,Outer Regional Australia,Sub-arterial Road,VIC_Swan_Hill_North_West
NSW,Capital Region,Bega Valley,Outer Regional Australia,Sub-arterial Road,NSW_Bega_Valley_Capital_Region
WA,Western Australia - Wheat Belt,Dandaragan,Outer Regional Australia,Arterial Road,WA_Dandaragan_Western_Australia___Wheat_Belt
VIC,Melbourne - South East,Cardinia,Inner Regional Australia,Sub-arterial Road,VIC_Cardinia_Melbourne___South_East
TAS,South East,Southern Midlands,Outer Regional Australia,Arterial Road,TAS_Southern_Midlands_South_East
WA,Bunbury,Donnybrook-Balingup,Inner Regional Australia,National or State Highway,WA_Donnybrook_Balingup_Bunbury
NSW,Sydney - City and Inner South,Inner West,Major Cities of Australia,Arterial Road,NSW_Inner_West_Sydney___City_and_Inner_South
NSW,Coffs Harbour - Grafton,Bellingen,Inner Regional Australia,Sub-arterial Road,NSW_Bellingen_Coffs_Harbour___Grafton
SA,South Australia - South East,Victor Harbor,Inner Regional Australia,Sub-arterial Road,SA_Victor_Harbor_South_Australia___South_East
VIC,Latrobe - Gippsland,Baw Baw,Outer Regional Australia,Collector Road,VIC_Baw_Baw_Latrobe___Gippsland
SA,Adelaide - Central and Hills,Adelaide Hills,Major Cities of Australia,National or State Highway,SA_Adelaide_Hills_Adelaide___Central_and_Hills
WA,Western Australia - Outback (South),Dundas,Very Remote Australia,National or State Highway,WA_Dundas_Western_Australia___Outback_(South)
SA,Adelaide - Central and Hills,Norwood Payneham and St Peters,Major Cities of Australia,Arterial Road,SA_Norwood_Payneham_and_St_Peters_Adelaide___Central_and_Hills
NSW,Far West and Orana,Bogan,Remote Australia,National or State Highway,NSW_Bogan_Far_West_and_Orana
NSW,Sydney - Ryde,Parramatta,Major Cities of Australia,National or State Highway,NSW_Parramatta_Sydney___Ryde
SA,Adelaide - North,Light,Inner Regional Australia,National or State Highway,SA_Light_Adelaide___North
WA,Perth - South West,Cockburn,Major Cities of Australia,Local Road,WA_Cockburn_Perth___South_West
NSW,Riverina,Federation,Outer Regional Australia,National or State Highway,NSW_Federation_Riverina
NT,Northern Territory - Outback,MacDonnell,Remote Australia,Access road,NT_MacDonnell_Northern_Territory___Outback
VIC,Hume,Towong,Inner Regional Australia,Sub-arterial Road,VIC_Towong_Hume
VIC,North West,Yarriambiack,Outer Regional Australia,Arterial Road,VIC_Yarriambiack_North_West
WA,Western Australia - Wheat Belt,Lake Grace,Very Remote Australia,National or State Highway,WA_Lake_Grace_Western_Australia___Wheat_Belt
WA,Bunbury,Dardanup,Inner Regional Australia,National or State Highway,WA_Dardanup_Bunbury
WA,Western Australia - Wheat Belt,Kondinin,Very Remote Australia,Local Road,WA_Kondinin_Western_Australia___Wheat_Belt
VIC,Melbourne - South East,Cardinia,Inner Regional Australia,Local Road,VIC_Cardinia_Melbourne___South_East
WA,Western Australia - Wheat Belt,Kent,Remote Australia,Arterial Road,WA_Kent_Western_Australia___Wheat_Belt
SA,Adelaide - North,Port Adelaide Enfield,Major Cities of Australia,Collector Road,SA_Port_Adelaide_Enfield_Adelaide___North
NSW,Sydney - Baulkham Hills and Hawkesbury,The Hills,Inner Regional Australia,Local Road,NSW_The_Hills_Sydney___Baulkham_Hills_and_Hawkesbury
NSW,Sydney - Inner West,Canada Bay,Major Cities of Australia,Collector Road,NSW_Canada_Bay_Sydney___Inner_West
WA,Perth - South East,Belmont,Major Cities of Australia,National or State Highway,WA_Belmont_Perth___South_East
WA,Western Australia - Outback (South),Coolgardie,Very Remote Australia,National or State Highway,WA_Coolgardie_Western_Australia___Outback_(South)
NSW,Sydney - Outer South West,Wollondilly,Inner Regional Australia,Collector Road,NSW_Wollondilly_Sydney___Outer_South_West
QLD,Logan - Beaudesert,Scenic Rim,Outer Regional Australia,Local Road,QLD_Scenic_Rim_Logan___Beaudesert
SA,South Australia - Outback,Port Augusta,Outer Regional Australia,Collector Road,SA_Port_Augusta_South_Australia___Outback
WA,Western Australia - Wheat Belt,Wagin,Outer Regional Australia,Local Road,WA_Wagin_Western_Australia___Wheat_Belt
WA,Bunbury,Bunbury,Inner Regional Australia,National or State Highway,WA_Bunbury_Bunbury
WA,Bunbury,Manjimup,Outer Regional Australia,Local Road,WA_Manjimup_Bunbury
NSW,Sydney - Parramatta,Fairfield,Major Cities of Australia,Arterial Road,NSW_Fairfield_Sydney___Parramatta
WA,Mandurah,Murray,Major Cities of Australia,Local Road,WA_Murray_Mandurah
NSW,Far West and Orana,Warren,Remote Australia,Arterial Road,NSW_Warren_Far_West_and_Orana
VIC,Melbourne - North East,Mitchell,Inner Regional Australia,National or State Highway,VIC_Mitchell_Melbourne___North_East
WA,Western Australia - Wheat Belt,Denmark,Outer Regional Australia,Local Road,WA_Denmark_Western_Australia___Wheat_Belt
NSW,Hunter Valley exc Newcastle,Singleton,Outer Regional Australia,Arterial Road,NSW_Singleton_Hunter_Valley_exc_Newcastle
VIC,Melbourne - Outer East,Yarra Ranges,Major Cities of Australia,Local Road,VIC_Yarra_Ranges_Melbourne___Outer_East
WA,Bunbury,Harvey,Inner Regional Australia,National or State Highway,WA_Harvey_Bunbury
SA,Barossa - Yorke - Mid North,Wakefield,Inner Regional Australia,Local Road,SA_Wakefield_Barossa___Yorke___Mid_North
NSW,Central West,Weddin,Outer Regional Australia,Access road,NSW_Weddin_Central_West
QLD,Central Queensland,Banana,Remote Australia,Local Road,QLD_Banana_Central_Queensland
SA,Adelaide - South,Mitcham,Major Cities of Australia,Local Road,SA_Mitcham_Adelaide___South
WA,Western Australia - Wheat Belt,Boddington,Inner Regional Australia,Arterial Road,WA_Boddington_Western_Australia___Wheat_Belt
WA,Western Australia - Wheat Belt,Bruce Rock,Remote Australia,Arterial Road,WA_Bruce_Rock_Western_Australia___Wheat_Belt
NSW,Central West,Cowra,Outer Regional Australia,Arterial Road,NSW_Cowra_Central_West
WA,Perth - North East,Swan,Inner Regional Australia,Local Road,WA_Swan_Perth___North_East
NT,Northern Territory - Outback,East Arnhem,Very Remote Australia,Local Road,NT_East_Arnhem_Northern_Territory___Outback
SA,South Australia - South East,Mid Murray,Inner Regional Australia,Arterial Road,SA_Mid_Murray_South_Australia___South_East
TAS,South East,Central Highlands (Tas.),Outer Regional Australia,Sub-arterial Road,TAS_Central_Highlands_(Tas.)_South_East
WA,Western Australia - Wheat Belt,Kulin,Remote Australia,Local Road,WA_Kulin_Western_Australia___Wheat_Belt
NT,Darwin,Litchfield,Outer Regional Australia,Local Road,NT_Litchfield_Darwin
WA,Western Australia - Outback (South),Kalgoorlie-Boulder,Outer Regional Australia,Local Road,WA_Kalgoorlie_Boulder_Western_Australia___Outback_(South)
WA,Bunbury,Augusta Margaret River,Inner Regional Australia,Arterial Road,WA_Augusta_Margaret_River_Bunbury
WA,Perth - South West,Cockburn,Major Cities of Australia,National or State Highway,WA_Cockburn_Perth___South_West
NSW,Capital Region,Bega Valley,Outer Regional Australia,Local Road,NSW_Bega_Valley_Capital_Region
VIC,Latrobe - Gippsland,Wellington,Outer Regional Australia,Collector Road,VIC_Wellington_Latrobe___Gippsland
SA,Adelaide - Central and Hills,Prospect,Major Cities of Australia,Local Road,SA_Prospect_Adelaide___Central_and_Hills
WA,Western Australia - Wheat Belt,Cuballing,Outer Regional Australia,Arterial Road,WA_Cuballing_Western_Australia___Wheat_Belt
NSW,Hunter Valley exc Newcastle,Dungog,Outer Regional Australia,Local Road,NSW_Dungog_Hunter_Valley_exc_Newcastle
WA,Western Australia - Outback (South),Carnarvon,Very Remote Australia,Local Road,WA_Carnarvon_Western_Australia___Outback_(South)
WA,Western Australia - Outback (South),Esperance,Remote Australia,Local Road,WA_Esperance_Western_Australia___Outback_(South)
VIC,North West,Hindmarsh,Outer Regional Australia,Local Road,VIC_Hindmarsh_North_West
NSW,Sydney - Inner South West,Georges River,Major Cities of Australia,Access road,NSW_Georges_River_Sydney___Inner_South_West
WA,Western Australia - Outback (North),Wyndham-East Kimberley,Very Remote Australia,National or State Highway,WA_Wyndham_East_Kimberley_Western_Australia___Outback_(North)
VIC,Warrnambool and South West,Warrnambool,Inner Regional Australia,Collector Road,VIC_Warrnambool_Warrnambool_and_South_West
WA,Western Australia - Wheat Belt,Beverley,Outer Regional Australia,National or State Highway,WA_Beverley_Western_Australia___Wheat_Belt
WA,Perth - North West,Wanneroo,Major Cities of Australia,Arterial Road,WA_Wanneroo_Perth___North_West
WA,Western Australia - Outback (South),Ravensthorpe,Very Remote Australia,National or State Highway,WA_Ravensthorpe_Western_Australia___Outback_(South)
NSW,Far West and Orana,Dubbo,Outer Regional Australia,Local Road,NSW_Dubbo_Far_West_and_Orana
WA,Perth - South East,Canning,Major Cities of Australia,Local Road,WA_Canning_Perth___South_East
WA,Perth - North West,Joondalup,Major Cities of Australia,Local Road,WA_Joondalup_Perth___North_West
QLD,Queensland - Outback,Mount Isa,Very Remote Australia,National or State Highway,QLD_Mount_Isa_Queensland___Outback
VIC,Melbourne - North East,Nillumbik,Major Cities of Australia,Sub-arterial Road,VIC_Nillumbik_Melbourne___North_East
VIC,Melbourne - West,Moorabool,Major Cities of Australia,Arterial Road,VIC_Moorabool_Melbourne___West
SA,South Australia - Outback,Coober Pedy,Very Remote Australia,Local Road,SA_Coober_Pedy_South_Australia___Outback
NSW,Far West and Orana,Narromine,Outer Regional Australia,Sub-arterial Road,NSW_Narromine_Far_West_and_Orana
QLD,Moreton Bay - North,Moreton Bay,Inner Regional Australia,Collector Road,QLD_Moreton_Bay_Moreton_Bay___North
SA,Adelaide - Central and Hills,Norwood Payneham and St Peters,Major Cities of Australia,Sub-arterial Road,SA_Norwood_Payneham_and_St_Peters_Adelaide___Central_and_Hills
WA,Perth - North West,Joondalup,Major Cities of Australia,National or State Highway,WA_Joondalup_Perth___North_West
NSW,Capital Region,Upper Lachlan,Inner Regional Australia,Sub-arterial Road,NSW_Upper_Lachlan_Capital_Region
QLD,Central Queensland,Central Highlands (Qld),Very Remote Australia,Sub-arterial Road,QLD_Central_Highlands_(Qld)_Central_Queensland
NT,Northern Territory - Outback,Katherine,Remote Australia,National or State Highway,NT_Katherine_Northern_Territory___Outback
SA,Adelaide - North,Tea Tree Gully,Major Cities of Australia,Arterial Road,SA_Tea_Tree_Gully_Adelaide___North
NSW,New England and North West,Walcha,Outer Regional Australia,Sub-arterial Road,NSW_Walcha_New_England_and_North_West
NSW,New England and North West,Walcha,Outer Regional Australia,National or State Highway,NSW_Walcha_New_England_and_North_West
NSW,Murray,Wentworth,Outer Regional Australia,Local Road,NSW_Wentworth_Murray
WA,Western Australia - Wheat Belt,Dalwallinu,Remote Australia,Local Road,WA_Dalwallinu_Western_Australia___Wheat_Belt
NT,Northern Territory - Outback,Roper Gulf,Very Remote Australia,Arterial Road,NT_Roper_Gulf_Northern_Territory___Outback
TAS,West and North West,Waratah-Wynyard,Outer Regional Australia,Sub-arterial Road,TAS_Waratah_Wynyard_West_and_North_West
WA,Western Australia - Wheat Belt,Gnowangerup,Remote Australia,Arterial Road,WA_Gnowangerup_Western_Australia___Wheat_Belt
WA,Bunbury,Busselton,Inner Regional Australia,National or State Highway,WA_Busselton_Bunbury
NSW,Riverina,Carrathool,Remote Australia,Sub-arterial Road,NSW_Carrathool_Riverina
NSW,Riverina,Junee,Outer Regional Australia,Sub-arterial Road,NSW_Junee_Riverina
